id,title,year,synopsis,rating,genre,studio
1613,Redline,2007,,0,Action & Adventure,Chicago Releasing
1614,Pitch Black,2000,,57,Science Fiction & Fantasy,Gramercy Pictures/ USA Films
1490,Jonah Hex,2010,"1970s-era DC antihero Jonah Hex makes his way to the big screen as co-screenwriters Mark Neveldine and Brian Taylor (Crank, Gamer) team to follow the disfigured gunslinger and part-time bounty hunter on his biggest adventure yet. Supernatural elements combine with Western aesthetics to take viewers on a wild and bloody ride, with Josh Brolin leading the way as Hex and John Malkovich stepping into the villainous role of Turnbull. Jimmy Hayward (Horton Hears a Who) directs. ~ Jason Buchanan, Rovi",12,Western,Warner Bros. Pictures
1581,Working Girl,1988,,84,Drama,20th Century Fox
1582,Fargo,1996,,94,Mystery & Suspense,MGM
1583,"O Brother, Where Art Thou?",2000,,77,Drama,Buena Vista
1584,Employee of the Month,2006,,20,Drama,Lionsgate
1802,Velvet Goldmine,1998,,56,Musical & Performing Arts,Miramax
1803,We Don't Live Here Anymore,2004,,65,Drama,Warner Independent
1804,Who's Afraid of Virginia Woolf?,1966,,97,Drama,Warner Home Video
1805,Women in Trouble,2009,,29,Comedy,Screen Media Films
1806,Naked Ambition: An R Rated Look at an X Rated Industry,2009,,38,Documentary,Lantern Lane
1491,Solomon Kane,2012,"Captain Solomon Kane is a brutally efficient 16th Century killing machine. Armed with his signature pistols, cutlass and rapier, he and his men unleash their bloodlust as they fight for England in war after war on all continents. As the story opens, Kane and his band of pillagers are carving a bloody path through hordes of defenders in an exotic city in northern Africa. But, when Kane decides to attack a mysterious nearby castle to plunder its rumored riches, his mission takes a fateful turn. One by one, Kane's men are picked off by demonic creatures until he alone is left to face the Devil's own Reaper -- dispatched from the depths of Hell to lay claim to his hopelessly corrupt soul. Though Kane at last manages to escape, he knows that he now must redeem himself by renouncing violence and devoting himself wholly to a life of peace and purity. -- (C) Official Site",65,Action & Adventure,Radius-TWC
1492,Red Riding Hood,2011,"Valerie (Amanda Seyfried) is a beautiful young woman torn between two men. She is in love with a brooding outsider Peter (Shiloh Fernandez), but her parents have arranged for her to marry the wealthy Henry (Max Irons). Unwilling to lose each other, Valerie and Peter are planning to run away together when they learn that Valerie's older sister has been killed by the werewolf that prowls the dark forest surrounding their village. For years, the people have maintained an uneasy truce with the beast, offering the creature a monthly animal sacrifice. But under a blood red moon, the wolf has upped the stakes by taking a human life. Hungry for revenge, the people call on famed werewolf hunter, Father Solomon (Gary Oldman), to help them kill the wolf. But Solomon's arrival brings unintended consequences as he warns that the wolf, who takes human form by day, could be any one of them. As the death toll rises with each moon, Valerie begins to suspect that the werewolf could be someone she loves. Panic grips the town as Valerie discovers that she has a unique connection to the beast-one that inexorably draws them together, making her both suspect...and bait.-- (C) Warner Bros.",10,Horror,Warner Bros.
1493,The Hobbit: An Unexpected Journey,2012,"The Hobbit: An Unexpected Journey follows title character Bilbo Baggins, who is swept into an epic quest to reclaim the lost Dwarf Kingdom of Erebor, which was long ago conquered by the dragon Smaug. Approached out of the blue by the wizard Gandalf the Grey, Bilbo finds himself joining a company of thirteen dwarves led by the legendary warrior Thorin Oakenshield. Although their goal lies to the East and the wastelands of the Lonely Mountain, first they must escape the goblin tunnels, where Bilbo meets the creature that will change his life forever... Gollum. Here, alone with Gollum, on the shores of an underground lake, the unassuming Bilbo Baggins not only discovers depths ofguile and courage that surprise even him, he also gains possession of Gollum's ""precious"" ...a simple, gold ring that is tied to the fate of all Middle-earth in ways Bilbo cannot begin to know. -- (C) Warner Bros",65,Action & Adventure,Warner Bros.
1494,Sleeping Beauty,1959,,91,Animation,Buena Vista
1495,Miss Potter,2006,,66,Drama,MGM
1496,Peter Pan,1953,,75,Animation,Walt Disney
1497,Peter Pan,2003,,77,Science Fiction & Fantasy,Universal Pictures
1498,Anna and the King,1999,,51,Drama,20th Century Fox
1499,The King and I,1999,,13,Animation,Warner Bros. Pictures
1501,A Streetcar Named Desire,1951,,98,Drama,Warner Bros. Pictures
1502,Citizen Kane,1941,,100,Drama,RKO Radio Pictures
1503,The Sisterhood of the Traveling Pants,2005,,77,Drama,Warner Bros. Pictures
1504,Battle Royale 3D,2000,,86,Drama,Anchor Bay Entertainment
1505,The Hunger Games: Catching Fire,2013,"THE HUNGER GAMES: CATCHING FIRE begins as Katniss Everdeen has returned home safe after winning the 74th Annual Hunger Games along with fellow tribute Peeta Mellark. Winning means that they must turn around and leave their family and close friends, embarking on a ""Victor's Tour"" of the districts. Along the way Katniss senses that a rebellion is simmering, but the Capitol is still very much in control as President Snow prepares the 75th Annual Hunger Games (The Quarter Quell) - a competition that could change Panem forever. (c) Lionsgate",89,Action & Adventure,Lionsgate Films
1506,To Kill A Mockingbird,1962,,94,Drama,Universal International Pictur
1507,Scrooge (A Christmas Carol),1951,,85,Drama,United Artists
1508,National Lampoon's Christmas Vacation,1989,,63,Comedy,Warner Bros. Pictures
1509,Scrooged,1988,,66,Science Fiction & Fantasy,Paramount Pictures
1510,The Muppet Christmas Carol,1992,,69,Science Fiction & Fantasy,Walt Disney Home Entertainment
1512,How the Grinch Stole Christmas,1965,,100,Television,Warner Home Video
1513,How the Grinch Stole Christmas,2000,,53,Drama,Universal Pictures
1515,The Adventures of Tintin,2011,"Paramount Pictures and Columbia Pictures Present a 3D Motion Capture Film The Adventures of Tintin directed by Steven Spielberg from a screenplay by Steven Moffat and Edgar Wright & Joe Cornish. Starring Jamie Bell as Tintin, the intrepid young reporter whose relentless pursuit of a good story thrusts him into a world of high adventure, and Daniel Craig as the nefarious Red Rackham. -- (C) Official Site",75,Action & Adventure,Paramount
1517,Bambi,1942,,91,Animation,RKO Radio Pictures
1518,The Jungle Book,1967,,86,Action & Adventure,Buena Vista Pictures
1519,Eraserhead,1977,,91,Drama,Libra Films
1520,Le Scaphandre et le Papillon (The Diving Bell and the Butterfly),2007,,93,Drama,Miramax Films
1521,Young Sherlock Holmes,1985,,65,Drama,Paramount Pictures
1616,Serenity,2005,,82,Action & Adventure,Universal Pictures
1617,Babylon A.D.,2008,,6,Drama,20th Century Fox
1618,Goldfinger,1964,,96,Action & Adventure,United Artists
1619,GoldenEye,1995,,82,Mystery & Suspense,MGM/UA
1620,The Spy Who Loved Me,1977,,78,Mystery & Suspense,United Artists
1634,Edge of Darkness,2010,"Casino Royale's Martin Campbell returns to familiar territory with this adaptation of his own 1985 BBC miniseries -- a mystery starring Mel Gibson as a detective looking into his political-activist daughter's death and uncovering layers of governmental conspiracies in the process. William Monahan (The Departed) provides the screenplay for the GK Films production, co-starring Ray Winstone and Danny Huston. ~ Jeremy Wheeler, Rovi",58,Mystery & Suspense,Warner Bros. Pictures
1635,A History of Violence,2005,,87,Drama,New Line Cinema
1874,Ronin,1998,,68,Mystery & Suspense,MGM/UA
1875,Catch Me If You Can,2002,,96,Drama,DreamWorks SKG
1876,Training Day,2001,,72,Drama,Warner Bros. Pictures
1522,Sherlock Holmes: A Game of Shadows,2011,"Sherlock Holmes (Robert Downey Jr.) has always been the smartest man in the room...until now. There is a new criminal mastermind at large-Professor Moriarty (Jared Harris)-and not only is he Holmes' intellectual equal, but his capacity for evil, coupled with a complete lack of conscience, may actually give him an advantage over the renowned detective. When the Crown Prince of Austria is found dead, the evidence, as construed by Inspector Lestrade (Eddie Marsan), points to suicide. But Sherlock Holmes deduces that the prince has been the victim of murder-a murder that is only one piece of a larger and much more portentous puzzle, designed by Professor Moriarty. The cunning Moriarty is always one step ahead of Holmes as he spins a web of death and destruction-all part of a greater plan that, if he succeeds, will change the course of history. -- (C) Warner Bros",60,Mystery & Suspense,Warner Bros. Pictures
1525,Casper,1995,,44,Drama,Universal Pictures
1526,The Witches,1990,,100,Horror,Warner Bros. Pictures
1527,The First Wives Club,1996,,39,Comedy,Paramount Home Video
1528,Ghostbusters,1984,,96,Action & Adventure,Columbia Pictures
1529,Child's Play,1988,,68,Mystery & Suspense,United Artists
1530,Critters 2 - The Main Course,1988,,33,Horror,Sony Pictures Home Entertainment
1531,Bride of Chucky,1998,,42,Action & Adventure,Universal Pictures
1532,Raiders of the Lost Ark,1981,,95,Action & Adventure,Paramount Pictures
1533,Alvin and the Chipmunks: Chipwrecked,2011,"The vacationing Chipmunks and Chipettes are turning a luxury cruise liner into their personal playground, until they become 'chipwrecked' on a remote island. As the 'Munks and Chipettes try various schemes to find their way home, they accidentally discover their new turf is not as deserted as it seems. -- (C) Official Site",12,Animation,20th Century Fox
1534,Hotel for Dogs,2009,,46,Action & Adventure,Dreamworks Pictures
1535,High School Musical 3: Senior Year,2008,,65,Musical & Performing Arts,Walt Disney Pictures
1537,Babe: Pig in the City,1998,,61,Kids & Family,Universal Studios
1539,The Adventures of Milo and Otis,1986,,80,Drama,Sony Pictures Home Entertainment
1541,Scooby-Doo,2002,,30,Comedy,Warner Bros. Pictures
1544,Lara Croft Tomb Raider - The Cradle of Life,2003,,24,Action & Adventure,Paramount Pictures
1545,National Treasure: Book of Secrets,2007,,35,Action & Adventure,Buena Vista Pictures
1546,National Treasure,2004,,45,Action & Adventure,Buena Vista
1547,Once Upon a Time in Mexico,2003,,69,Drama,Sony Pictures Releasing
1548,El Mariachi,2001,,93,Drama,Sony Pictures Home Entertainment
1549,Machete,2010,"Robert Rodriguez brings a new breed of antihero to the big screen in this hyper-violent adaptation of the ""fake"" trailer originally featured in the 2007 double-feature exploitation throwback Grindhouse. Machete (Danny Trejo) is a former Mexican Federale who plays by his own rules, and doesn't answer to anybody. In the wake of a harrowing encounter with feared drug lord Torrez (Steven Seagal), Machete finds himself in Texas, where the shadowy Booth (Jeff Fahey) offers him the opportunity to make some quick cash by assassinating the unscrupulous Senator McLaughlin (Robert De Niro). When the job goes awry and Machete realizes he's been set up, he turns to fierce taco queen Luz (Michelle Rodriguez), heavily armed holy man Padre (Cheech Marin), and trigger-happy socialite April (Lindsay Lohan) to show Booth that he just messed with the wrong Mexican. But before they can get to Booth, Machete's gang will have to contend with blade-wielding ICE agent Sartana (Jessica Alba), who never met an adversary she couldn't flay. ~ Jason Buchanan, Rovi",72,Mystery & Suspense,20th Century Fox
1550,The Matrix,1999,,87,Action & Adventure,Warner Bros. Pictures
1551,The Matrix Revisited,2001,,71,Documentary,WARNER BROTHERS PICTURES
1552,Camp Rock,2008,,20,Television,Walt Disney Home Entertainment
1553,Daddy Day Camp,2007,,1,Comedy,Sony Pictures
1554,Are We There Yet?,2003,,11,Action & Adventure,Sony Pictures
1555,Junior,1994,,32,Science Fiction & Fantasy,MCA Universal Home Video
1556,Cheaper by the Dozen 2,2005,,6,Comedy,20th Century Fox
1558,"Yours, Mine and Ours",1968,,50,Kids & Family,MGM Home Entertainment
1559,All About Steve,2009,,7,Comedy,20th Century Fox
1560,Serving Sara,2002,,5,Comedy,Paramount Pictures
1561,Terminator 2: Judgment Day,1991,,92,Action & Adventure,TriStar Pictures
1562,Die Hard,1988,,92,Mystery & Suspense,20th Century Fox
1563,Live Free or Die Hard,2007,,81,Mystery & Suspense,20th Century Fox
1564,Year One,2009,,14,Action & Adventure,Sony Pictures
1566,Gulliver's Travels,1939,,67,Action & Adventure,Koch Vision
1567,Back to the Future Part III,1990,,73,Action & Adventure,MCA Universal Home Video
1568,Clockstoppers,2002,,29,Action & Adventure,Paramount Pictures
1569,102 Dalmatians,2000,,31,Comedy,Buena Vista Pictures
1621,From Russia With Love,1963,,96,Action & Adventure,United Artists
1622,Live and Let Die,1973,,65,Mystery & Suspense,MGM Home Entertainment
1623,The Living Daylights,1987,,75,Mystery & Suspense,MGM Home Entertainment
1624,Dr. No,1962,,98,Action & Adventure,United Artists
1625,A View to a Kill,1985,,36,Mystery & Suspense,MGM/UA Entertainment Company
1571,Marmaduke,2010,"When advertising exec Phil Winslow (Lee Pace) gets an offer to head the account for a California-based dog-food company, he uproots his wife (($Judy Greer}), three kids, and their beloved Great Dane, Marmaduke (voiced by Owen Wilson), from Kansas to the Sunshine State. Once there, the big canine befriends a group of mutts at the local dog park, but after a surfing competition brings Marmaduke celebrity, he turns his back on his new pals. Eventually, a disaster helps the oversized hound and Phil learn about the importance of family and friendship. ~ Perry Seibert, Rovi",9,Comedy,20th Century Fox
1572,See Spot Run,2001,,23,Comedy,Warner Bros.
1573,"Planes, Trains and Automobiles",1987,,94,Comedy,Paramount Pictures
1574,Fun With Dick and Jane,2005,,29,Comedy,Columbia Pictures
1575,Slacker,1991,,85,Drama,The Criterion Collection
1576,Taking Woodstock,2009,,48,Drama,Focus Features
1577,Outside Providence,1999,,50,Comedy,Miramax
1578,Empire Records,1995,,24,Drama,Warner Home Video
1579,Adventures in Babysitting,1987,,76,Comedy,Touchstone Pictures
1580,The Big Kahuna,1999,,74,Drama,Lions Gate Films
1585,When in Rome,2010,"Disillusioned with romance during her whirlwind trip to Rome, an ambitious New Yorker defiantly swipes a few magic coins from a ""foolish"" wishing fountain, inadvertently igniting the passions of a motley crew of suitors as she's pursued by a handsome reporter with charm to spare. Beth (Kristen Bell) is at a point in her life where love seems like a luxury she just can't afford. Years of waiting for that perfect romance has made Beth bitter, and one day, while vacationing in Rome, she cynically plucks a handful of coins from a local fountain of love. Almost immediately thereafter, Beth finds herself fending off the advances of a diminutive sausage magnate (Danny DeVito), a lanky street magician (Jon Heder), a doting painter (Will Arnett), and a narcissistic male model (Dax Shepard). Meanwhile, a smitten reporter (Josh Duhamel) does his best to convince Beth that true love isn't just a topic of fairy tales and romance novels. ~ Jason Buchanan, Rovi",16,Drama,Walt Disney Pictures
1586,W.,2008,,59,Drama,Lionsgate
1587,Disaster Movie,2008,,1,Comedy,Lionsgate
1588,Meet the Spartans,2008,,2,Comedy,20th Century Fox
1589,The Ring Two,2005,,20,Drama,Dreamworks Distribution LLC
1590,The Grudge,2004,,39,Drama,Sony Pictures Entertainment
1591,The Unborn,2009,,11,Mystery & Suspense,Rogue Pictures
1592,Dark Water,2005,,46,Mystery & Suspense,Buena Vista
1593,Shutter,2008,,7,Drama,20th Century Fox
1596,High School Musical 2,2007,,57,Kids & Family,Walt Disney Home Entertainment
1597,Honey,2003,,20,Musical & Performing Arts,Universal Pictures
1598,Step Up 2 the Streets,2008,,27,Drama,Touchstone Pictures
1599,Dirty Dancing,1987,,72,Drama,Vestron Pictures
1600,Take the Lead,2006,,44,Musical & Performing Arts,New Line Cinema
1601,The Heartbreak Kid,2007,,29,Drama,Paramount Pictures
1602,The Chaperone,2011,"Pro wrestler Paul ""Triple H"" Levesque stars in this action crime comedy as Ray, a former bank robber who's attempting to start a new life when his criminal past returns with a vengeance. Life on the outside can be tough for an ex-con, so when opportunities prove to be few and far between, Ray's old crew tries to entice him to come back into the fold for one last heist. Ray considers rejoining, but ultimately decides against it -- signing up to chaperone his daughter's class' trip to the natural history museum instead. Unfortunately, when Ray's crew doesn't quite get the message, the bank robbers and the field-tripping students cross paths at the most inopportune times. ~ Jason Buchanan, Rovi",29,Comedy,Samuel Goldwyn Films/WWE Studios
1603,Barry Munday,2008,,43,Comedy,Magnolia Pictures
1604,HappyThankYouMorePlease,2011,"Josh Radnor (CBS' Emmy-nominated How I Met Your Mother) wrote, directed and stars in happythankyoumoreplease, a sharp comedy centered on a group of 20-something New Yorkers struggling to figure out themselves, their lives and their loves. On his way to a meeting with a publisher, aspiring novelist Sam Wexler (Radnor) finds Rasheen, a young boy separated from his family on the subway. When the quiet Rasheen refuses to be left alone with social services, Sam learns the boy has already been placed in six previous foster homes and impulsively agrees to let the boy stay with him for a couple days. Dropped into Sam's chaotic, bachelor lifestyle, Rasheen is introduced to Sam's circle of friends; Annie (Malin Akerman) who has an unhealthy pattern of dating the wrong men, as well as an auto-immune disorder which has rendered her hairless, Mary-Catherine (Zoe Kazan) and Charlie (Pablo Schreiber) whose potential move to Los Angeles threatens their relationship, and Mississippi (Kate Mara), an aspiring singer/waitress who tests Sam's fear of commitment. When Sam's unexpected friendship with Rasheen develops, he realizes adulthood is not about waiting for the right answers to get the life you want, but simply stumbling ahead and figuring them out in the process. Featuring a brilliant young cast and music from breaking indie musicians, happythankyoumoreplease deftly captures the uncertainty and angst of what it is to be young, vulnerable, and desperate to find out who you are - or perhaps more importantly, who you want to be. -- (C) Hannover House",41,Comedy,Hannover House
1607,The Fast and the Furious,2001,,53,Drama,Universal Pictures
1608,Fast & Furious,2009,,27,Mystery & Suspense,Universal Pictures
1609,Takers,2010,"A Los Angeles detective races to bust a group of notorious thieves before they can carry out a 20-million-dollar heist in this crime thriller from director/co-screenwriter John Luessenhop and writing partner Avery Duff. Their heists are planned to perfection, and they never leave behind a shred of evidence. But when greed gets the best of the gang and they agree to one last job, one seasoned detective (Matt Dillon) vows to put them behind bars for good. ~ Jason Buchanan, Rovi",28,Drama,Sony Pictures/Screen Gems
1610,Assault on Precinct 13,2005,,60,Drama,Focus Features
1611,16 Blocks,2006,,55,Drama,Warner Bros.
1612,Gone in 60 Seconds (Gone in Sixty Seconds),2000,,25,Action & Adventure,Buena Vista Pictures
1627,X2: X-Men United,2003,,87,Action & Adventure,20th Century Fox
1628,Clash of the Titans,2010,"The 1981 mythological fantasy adventure Clash of the Titans is resurrected in this remake from Incredible Hulk director Louis Leterrier. Discovered at sea as an infant by a weary fisherman, demigod Perseus (Sam Worthington) grows up with no real knowledge of his celestial origins until his watchful guardian, Io (Gemma Arterton), informs him that he is the offspring of Zeus (Liam Neeson). When Zeus' brother Hades (Ralph Fiennes) casually wipes out Perseus' family, the grieving son vows to show the gods just what kind of damage humankind can inflict on its creators. Before long, Perseus and a small group of soldiers are venturing out into the desert in order to find a way to stop the Kraken, a terrifying force of nature that an indignant Hades has vowed to unleash upon man should they fail to offer up beloved princess Andromeda (Alexa Davalos) as a sacrifice. Along the way, the soldiers encounter a trio of frightening witches with second sight, contend with Hades' devoted servant Calibos (Jason Flemyng), battle giant scorpions, and come face to face with Medusa (Natalia Vodianova), the dreaded gorgon whose gaze has the power to turn men into stone. ~ Jason Buchanan, Rovi",28,Drama,Warner Bros.
1629,The Game,1997,,71,Mystery & Suspense,Universal Pictures
1630,The Fugitive,1993,,96,Drama,Warner Bros. Pictures
1631,Flightplan,2005,,38,Drama,Touchstone Pictures
1632,Eagle Eye,2008,,26,Mystery & Suspense,Paramount Studios
1680,Fahrenheit 451,1966,,81,Classics,Universal Pictures
1877,Bad Lieutenant: Port of Call New Orleans,2009,,87,Mystery & Suspense,First Look Pictures
2003,When a Stranger Calls,2006,,9,Mystery & Suspense,Screen Gems
2004,Rear Window,1954,,100,Drama,Paramount Pictures
2005,Scream,1996,,80,Drama,Miramax Films
1636,The Next Three Days,2010,"His wife convicted of a murder she swears she did not commit, a college professor plots to break her out of prison in this thriller starring Russell Crowe and Liam Neeson. John Brennan (Crowe) and his wife, Lara (Elizabeth Banks), were happily married and raising a family when their lives fell apart in the blink of an eye. Lara has been charged with murder, and despite every effort to prove her innocence, the judge sentences her to an extended prison sentence. Meanwhile, on the outside, John files multiple appeals while struggling to raise their children and maintain his career. Lara's future starts to look especially grim, however, after the final appeal is rejected, and she admits that she'd rather commit suicide than spend the rest of her life behind bars. Determined to save his wife after the justice system fails her, John seeks the advice of ex-convict Damon Pennington (Liam Neeson), who staged his own daring prison escape, in order to draw up an airtight plan. Later, John prepares to put his life on the line for the woman he loves, and sets the plan into motion with the knowledge that one false move could be their last. ~ Jason Buchanan, Rovi",52,Drama,Lionsgate
1637,Trespass,2011,"In a private, wealthy community, priority is placed on security and no exception is made for the Miller family's estate. Behind their pristine walls and manicured gardens, Kyle (Nicolas Cage), a fast-talking businessman, has entrusted the mansion's renovation to his stunning wife, Sarah (Nicole Kidman). But between making those big decisions and keeping tabs on their defiant teenage daughter (Liana Liberato), Sarah often finds herself distracted by a young, handsome worker (Cam Gigandet) at their home. Nothing is what it seems, and it will take a group of cold-blooded criminals led by Elias (Ben Mendelsohn), who have been planning a vicious home invasion for months, to bring the Miller family together. Kyle, Sarah and Avery will take the ultimate risk to make it out with their lives - and their family - intact. -- (C) Millenium",10,Mystery & Suspense,Millennium Entertainment
1638,Phil Ochs: There But For Fortune,2011,"Documentary filmmaker Kenneth Bowser profiles American folk singer Phil Ochs, who rose to fame in the 1960s and whose hopeful, incisive ballads were written to inspire positive change in an era of profound social turbulence. Equally critical of the left and the right -- not to mention the politically apathetic -- Ochs penned countless songs and released seven albums, ultimately growing a sizable following thanks to his positive message and talent for songwriting. In 1976, following the deaths of Martin Luther King Jr. and Bobby Kennedy, and in the wake of the tragedy at the Democratic National Convention in Chicago, Ochs was so overcome with hopelessness that he turned to alcohol and ultimately committed suicide. He was just 35 years old. Though the FBI would later admit to singling Ochs out as a traitor for questioning American policy during wartime, this film aims to offer a comprehensive overview of a deeply complex artist through archival footage and interviews with such outspoken fans as Joan Baez, Pete Seeger, and Sean Penn. ~ Jason Buchanan, Rovi",97,Musical & Performing Arts,First Run Features
1639,Ray,2004,,81,Drama,Universal Pictures
1640,Crazy Heart,2009,,91,Drama,Fox Searchlight Pictures
1641,Walk Hard: The Dewey Cox Story,2007,,74,Comedy,Sony Pictures/Columbia
1642,Whale Rider,2003,,90,Drama,Palm Pictures
1643,She's All That,1999,,38,Drama,Miramax
1644,Glory Road,2006,,55,Sports & Fitness,Buena Vista
1645,Coach Carter,2005,,65,Drama,Paramount Pictures
1646,Rudy,1993,,84,Drama,Sony Pictures Home Entertainment
1647,The Mighty Ducks,1992,,12,Comedy,Buena Vista Pictures
1649,Varsity Blues,1999,,40,Drama,Paramount Pictures
1650,Invincible,2006,,71,Sports & Fitness,Buena Vista
1654,Kabhi Alvida Naa Kehna,2006,,60,Drama,Yash Raj Films
1656,Dhoom 2 (Dhoom:2),2006,,80,Action & Adventure,Yash Raj Films
1657,Charlotte Bronte's Jane Eyre,1996,,74,Drama,Miramax
1658,The Three Musketeers,1993,,31,Action & Adventure,Disney
1660,The Man in the Iron Mask,1998,,33,Drama,MGM Home Entertainment
1661,Unfaithful,2002,,49,Mystery & Suspense,20th Century Fox
1662,About Last Night...,1986,,82,Drama,Sony Pictures Home Entertainment
1663,Full Frontal,2002,,38,Drama,Miramax Films
1664,Titanic,1953,,89,Drama,20th Century Fox
1665,Pearl Harbor,2001,,25,Documentary,Touchstone
1666,Chinatown,1974,,98,Drama,Paramount Pictures
1667,Lawrence of Arabia,1962,,98,Drama,Columbia Pictures
1668,Doubt,2008,,78,Drama,Miramax
1669,Elegy,2008,,75,Drama,MGM
1670,Little Children,2006,,80,Drama,New Line Cinema
1672,Love in the Time of Cholera,2007,,26,Drama,New Line Cinema
1673,The Last of the Mohicans,1992,,97,Drama,Twentieth Century Fox Home Entertainment
1674,The Patriot,2000,,62,Drama,Columbia Pictures
1675,Surrogates,2009,,39,Action & Adventure,Touchstone Pictures
1676,Repo! The Genetic Opera,2008,,34,Horror,Lionsgate Films
1677,Splice,2010,"Celebrated genetic engineers Clive (Adrien Brody) and Elsa (Sarah Polley) conduct a clandestine experiment to create an animal/human hybrid that could revolutionize modern medicine -- if it doesn't destroy humanity first. On the heels of engineering an entirely new species of animal, Clive and Elsa become the toast of the scientific community. Their experiment begins to spiral out of control, however, when the superstar scientists introduce human DNA into the equation. When Dren is born, Clive and Elsa welcome her into the world as the next leap in human evolution. Now, the faster Dren evolves, the more her creators start to realize they may have made a catastrophic mistake. ~ Jason Buchanan, Rovi",74,Science Fiction & Fantasy,Warner Brothers
1678,"I, Robot",2004,,58,Action & Adventure,20th Century Fox
1679,I Am Number Four,2011,"Three are dead. He is Number Four. D.J. Caruso (""Eagle Eye,"" ""Disturbia"") helms an action-packed thriller about an extraordinary young man, John Smith (Alex Pettyfer), who is a fugitive on the run from ruthless enemies sent to destroy him. Changing his identity, moving from town to town with his guardian Henri (Timothy Olyphant), John is always the new kid with no ties to his past. In the small Ohio town he now calls home, John encounters unexpected, life-changing events-his first love (Dianna Agron), powerful new abilities and a connection to the others who share his incredible destiny. John (Alex Pettyfer) is an extraordinary young man, masking his true identity and passing as a typical student to elude a deadly enemy seeking to destroy him. Three like him have already been killed...he is Number Four. Based on the book by Pittacus Lore.-- (C)Dreamworks",33,Action & Adventure,DreamWorks Studios
1681,The Last Airbender,2010,"Suspense auteur M. Night Shyamalan takes a break from crafting original screenplays to tell this tale of a 12-year-old boy (Noah Ringer) who provides the last hope for restoring harmony to a land consumed by chaos. In a world balanced on the four nations of Water, Earth, Fire, and Air, people known as the Waterbenders, Earthbenders, Firebenders, and Airbenders have mastered their native elements. Though the masters can each manipulate their native elements, the only one with the power to manipulate all four elements is a young boy known as the Avatar. When the Avatar subsequently appears to die while still mastering his powers, the Fire nation launches a global war with the ultimate goal of global domination. One hundred years later, two teens discover that the Avatar and his flying bison have in fact been locked in suspended animation. Upon being freed from his prison, the Avatar embarks on an arduous quest to restore harmony among the four war-ravaged nations. ~ Jason Buchanan, Rovi",6,Action & Adventure,Paramount Pictures
1682,Stargate,1994,,48,Action & Adventure,Artisan Home Entertainment
1683,Tron Legacy,2010,"The Master Control Program is booted back up in this revamped Tron continuation that sees the return of original star Jeff Bridges as Kevin Flynn, the brilliant computer programmer whose disappearance leads his son, Sam (Garrett Hedlund), to search for him in and out of the computer world. Original director and co-writer Steven Lisberger produces the new film, which is helmed by commercial director Joseph Kosinski. James Frain, Olivia Wilde, Beau Garrett, and Michael Sheen also star, with Bruce Boxleitner returning as Alan Bradley and Tron, the heroic protagonist of the original film. ~ Jeremy Wheeler, Rovi",51,Action & Adventure,Walt Disney Pictures
1685,Deja Vu,2006,,55,Drama,Buena Vista
1686,The Adjustment Bureau,2011,"On the brink of winning a seat in the U.S. Senate, ambitious politician David Norris (Damon) meets beautiful contemporary ballet dancer Elise Sellas (Emily Blunt)--a woman like none he's ever known. But just as he realizes he's falling for her, mysterious men conspire to keep the two apart. David learns he is up against the agents of Fate itself--the men of The Adjustment Bureau--who will do everything in their considerable power to prevent David and Elise from being together. In the face of overwhelming odds, he must either let her go and accept a predetermined path...or risk everything to defy Fate and be with her. Based on a short story by Philip K. Dick. -- (C) Universal Pictures",72,Science Fiction & Fantasy,Universal Pictures
1687,Looper,2012,"In the futuristic action thriller Looper, time travel will be invented - but it will be illegal and only available on the black market. When the mob wants to get rid of someone, they will send their target 30 years into the past, where a ""looper"" - a hired gun, like Joe (Joseph Gordon-Levitt) - is waiting to mop up. Joe is getting rich and life is good... until the day the mob decides to ""close the loop,"" sending back Joe's future self (Bruce Willis) for assassination. -- (C) Sony",93,Action & Adventure,Sony Pictures
1772,Blast from the Past,1999,,59,Comedy,New Line Home Entertainment
1773,The Majestic,2001,,42,Drama,Universal Pictures
1774,Happy Tears,2009,,28,Drama,Roadside Attractions
1775,Drugstore Cowboy,1989,,100,Drama,Live Home Video
1776,Snatch,2001,,73,Drama,Columbia Pictures
1777,Repulsion,1965,,100,Drama,Royal Films International
1778,All About Eve,1950,,100,Drama,20th Century Fox
1779,Kings of the Evening,2007,,80,Drama,Indican Pictures
1688,The Dark Knight Rises,2012,"It has been eight years since Batman vanished into the night, turning, in that instant, from hero to fugitive. Assuming the blame for the death of D.A. Harvey Dent, the Dark Knight sacrificed everything for what he and Commissioner Gordon both hoped was the greater good. For a time the lie worked, as criminal activity in Gotham City was crushed under the weight of the anti-crime Dent Act. But everything will change with the arrival of a cunning cat burglar with a mysterious agenda. Far more dangerous, however, is the emergence of Bane, a masked terrorist whose ruthless plans for Gotham drive Bruce out of his self-imposed exile. But even if he dons the cape and cowl again, Batman may be no match for Bane.. -- (C) Warner Bros.",88,Drama,Warner Bros. Pictures
1689,Memento,2000,,92,Mystery & Suspense,Newmarket Films
1690,Time Bandits,1981,,92,Action & Adventure,Paramount Home Video
1691,Metropolis,1927,,99,Drama,Paramount Pictures
1692,Mad Max 2: The Road Warrior,1981,,100,Action & Adventure,Warner Bros. Pictures
1693,District 9,2009,,90,Drama,Sony Pictures/Screen Gems
